,origin_name,destination_name,originregion_name,destinationregion_name,countryflow_2019
23537,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
23558,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
23584,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
23598,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
28001,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
28005,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
28263,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
31628,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
32289,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS CONTÁBEIS (NOTURNO),FEAAC,FEAAC,1
2070,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2085,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2099,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2167,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2174,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2177,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2187,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2190,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2194,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2195,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2223,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2226,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2228,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2239,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2253,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2280,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2289,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
2304,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
23535,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
23540,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
23594,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
26975,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
26982,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
29144,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
29145,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
30947,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
31624,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
32600,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (DIURNO),FEAAC,FEAAC,1
1974,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1975,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1977,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1978,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1979,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1981,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1982,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1984,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1991,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1992,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1994,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
1997,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2000,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2001,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2004,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2005,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2006,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2008,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2009,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2010,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2012,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2014,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2016,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2017,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2019,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2020,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2021,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2022,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2023,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2025,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2026,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2027,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2028,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2030,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2032,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2034,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2035,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2036,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2038,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2039,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2047,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2048,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2049,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2050,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2051,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2053,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2054,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2056,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2057,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2058,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2059,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2063,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2065,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2066,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2068,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2072,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2073,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2075,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2080,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2081,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2086,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2087,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2088,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2089,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2090,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2092,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2100,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2106,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2107,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2108,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2113,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2115,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2116,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2117,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2120,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2121,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2122,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2124,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2127,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2128,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2131,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2135,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2136,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2140,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2148,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2155,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2159,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2160,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2164,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2213,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2219,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2300,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2323,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2328,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23530,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23532,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23546,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23550,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23554,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23561,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23564,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23566,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23567,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23568,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23569,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23570,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23571,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23572,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23573,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23576,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23577,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23579,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23587,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23592,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23593,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23595,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23597,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23599,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23603,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
23613,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25135,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25136,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25139,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25141,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25142,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25144,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25147,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25971,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
25972,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26075,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26243,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26244,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26502,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26973,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26974,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
26985,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
27859,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
28253,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
28256,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
28262,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
28273,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
28274,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
29147,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
30114,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
30122,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
30124,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
31627,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
31632,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
31637,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
33681,CIÊNCIAS ECONÔMICAS (DIURNO),CIÊNCIAS ECONÔMICAS (NOTURNO),FEAAC,FEAAC,1
2098,CIÊNCIAS ECONÔMICAS (DIURNO),FINANÇAS,FEAAC,FEAAC,1
23534,CIÊNCIAS ECONÔMICAS (DIURNO),FINANÇAS,FEAAC,FEAAC,1
23543,CIÊNCIAS ECONÔMICAS (DIURNO),FINANÇAS,FEAAC,FEAAC,1
23615,CIÊNCIAS ECONÔMICAS (DIURNO),FINANÇAS,FEAAC,FEAAC,1
28259,CIÊNCIAS ECONÔMICAS (DIURNO),FINANÇAS,FEAAC,FEAAC,1
31635,CIÊNCIAS ECONÔMICAS (DIURNO),FINANÇAS,FEAAC,FEAAC,1
2322,CIÊNCIAS ECONÔMICAS (DIURNO),SECRETARIADO EXECUTIVO,FEAAC,FEAAC,1
23600,CIÊNCIAS ECONÔMICAS (DIURNO),SECRETARIADO EXECUTIVO,FEAAC,FEAAC,1
2112,CIÊNCIAS ECONÔMICAS (DIURNO),TECNOLOGIA EM GESTÃO DA QUALIDADE,FEAAC,FEAAC,1
2037,CIÊNCIAS ECONÔMICAS (DIURNO),ENFERMAGEM,FEAAC,FFOE,1
2042,CIÊNCIAS ECONÔMICAS (DIURNO),ENFERMAGEM,FEAAC,FFOE,1
25143,CIÊNCIAS ECONÔMICAS (DIURNO),ENFERMAGEM,FEAAC,FFOE,1
2046,CIÊNCIAS ECONÔMICAS (DIURNO),FARMÁCIA,FEAAC,FFOE,1
2234,CIÊNCIAS ECONÔMICAS (DIURNO),FARMÁCIA,FEAAC,FFOE,1
23620,CIÊNCIAS ECONÔMICAS (DIURNO),FARMÁCIA,FEAAC,FFOE,1
29407,CIÊNCIAS ECONÔMICAS (DIURNO),FARMÁCIA,FEAAC,FFOE,1
2205,CIÊNCIAS ECONÔMICAS (DIURNO),ODONTOLOGIA,FEAAC,FFOE,1
2224,CIÊNCIAS ECONÔMICAS (DIURNO),ODONTOLOGIA,FEAAC,FFOE,1
2291,CIÊNCIAS ECONÔMICAS (DIURNO),ODONTOLOGIA,FEAAC,FFOE,1
26252,CIÊNCIAS ECONÔMICAS (DIURNO),ODONTOLOGIA,FEAAC,FFOE,1
28266,CIÊNCIAS ECONÔMICAS (DIURNO),ODONTOLOGIA,FEAAC,FFOE,1
33704,CIÊNCIAS ECONÔMICAS (DIURNO),ODONTOLOGIA,FEAAC,FFOE,1
2079,CIÊNCIAS ECONÔMICAS (DIURNO),CINEMA E AUDIOVISUAL,FEAAC,ICA,1
2114,CIÊNCIAS ECONÔMICAS (DIURNO),CINEMA E AUDIOVISUAL,FEAAC,ICA,1
